Player,Team,COLLEGE,COUNTRY,DRAFT.YEAR,DRAFT.ROUND,DRAFT.NUMBER,GP,PTS,REB,AST,NETRTG,W,L,Min,FGM,FGA,X3PM,X3PA,FTM,FTA,OREB,DREB,TOV,STL,BLK,PF,DD2,TD3,X...,Dist..Miles.Off,Dist..Miles.Def,Avg.Speed.Off,Avg.Speed.Def,Deflections,Loose.Balls.Recovered,Charges.Drawn,Contested.2PT.Shots,Contested.3PT.Shots,Travel,DOUBLE.DRIBBLE,DISC..DRIBBLE,OFF..3.SEC,INBOUND,BACK..COURT,OFF...GLTND,PALMING,OFF..FOUL,DEF...3.SEC,CHARGE,KICKED.BALL,blessure,age_cat,height_cat,weight_cat
Mason Plumlee,PHX,Duke,USA,2013,1,22,74,4.5,6.1,1.8,0.2,33,41,17.6,1.7,2.7,0,0.1,1.1,1.7,1.6,4.6,0.8,0.4,0.6,2.1,2,0,0.7,0.79,0.61,4.81,4.05,1,0.2,0.01,3.3,0.7,5,0,0,0,0,2,0,0,16,3,3,3,Non blessé,joueur vétéran,grand,lourd
Matas Buzelis,CHI,None,USA,2024,1,11,80,8.6,3.5,1,-1.7,39,41,18.9,3.2,6.9,1.2,3.3,1.1,1.4,0.7,2.8,0.9,0.4,0.9,1.6,1,0,-0.4,0.79,0.72,4.88,4.13,0.8,0.3,0.01,3.2,1.9,5,0,0,0,0,1,0,0,4,0,4,1,Non blessé,jeune joueur,grand,moyen
Matisse Thybulle,POR,Washington,USA,2019,1,20,15,7.5,3.5,1.9,0.2,8,7,20.8,2.8,5.9,1.4,3.2,0.5,1,0.9,2.5,0.9,2.2,0.6,0.9,0,0,0.1,0.8,0.8,4.31,4.35,4.1,0.3,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur expérimenté,moyen,léger
Matt Ryan,NYK,Tennessee-Chattanooga,USA,Undrafted,Undrafted,Undrafted,19,1.5,0.4,0.2,-28.3,14,5,3.6,0.5,1.6,0.3,1,0.1,0.1,0,0.4,0.2,0.1,0,0.1,0,0,-2.1,0.16,0.12,4.6,4.27,0.4,0.1,0.14,0.4,0.7,0,0,0,0,0,0,0,0,0,1,0,0,Non blessé,joueur expérimenté,moyen,moyen
Max Christie,DAL,Michigan State,USA,2022,2,35,78,9.6,3.3,1.9,-1.7,40,38,27.3,3.2,7.6,1.5,4,1.7,1.9,0.5,2.8,1.1,0.8,0.4,1.5,0,0,-1.1,1.12,0.98,4.59,4.02,1.2,0.3,0,3.4,1.8,3,0,0,0,0,1,0,0,4,1,0,3,Non blessé,jeune joueur,moyen,léger
Max Strus,CLE,DePaul,USA,Undrafted,Undrafted,Undrafted,50,9.4,4.3,3.2,7.9,39,11,25.5,3.3,7.5,2.3,5.9,0.6,0.7,1.1,3.3,1.1,0.5,0.2,2.1,0,0,4.4,1.14,0.99,5.3,4.14,0.9,0.7,0.08,1.6,1.6,1,0,0,0,0,0,0,0,2,0,0,1,Non blessé,joueur expérimenté,moyen,moyen
Maxi Kleber,LAL,None,Germany,Undrafted,Undrafted,Undrafted,34,3,2.8,1.3,-0.4,18,16,18.7,1.1,2.8,0.4,1.4,0.5,0.6,0.7,2.1,0.7,0.3,0.5,1.9,0,0,-0.5,0.72,0.64,4.26,3.83,0.9,0.3,0,3.8,1.9,0,0,0,0,0,0,0,0,4,0,1,6,Non blessé,joueur vétéran,grand,lourd
Maxwell Lewis,BKN,Pepperdine,USA,2023,2,40,28,4.1,2,0.7,-9.6,9,19,11.7,1.6,3.9,0.7,1.8,0.3,0.4,0.6,1.3,0.5,0.3,0.3,1,0,0,-2.4,0.48,0.44,4.58,4.19,1.2,0.1,0,1,0.9,2,0,0,0,0,0,0,0,0,0,0,0,Non blessé,jeune joueur,moyen,moyen
Micah Potter,UTA,Wisconsin,USA,Undrafted,Undrafted,Undrafted,38,4.3,4.3,0.8,-7.6,10,28,18.6,1.5,3.6,0.8,2.6,0.4,0.5,1.1,3.2,0.8,0.4,0.4,1.3,0,0,-2.7,0.77,0.67,4.45,4.23,0.8,0.2,0.03,3.1,2.4,6,0,0,0,0,1,0,0,4,0,1,2,Non blessé,joueur expérimenté,grand,lourd
Michael Porter Jr.,DEN,Missouri,USA,2018,1,14,77,18.2,7,2.1,4.4,47,30,33.7,6.9,13.6,2.5,6.4,1.9,2.5,1.8,5.2,1.4,0.6,0.5,2,15,0,3.4,1.21,1.16,4.17,3.85,1.4,0.4,0,2,1.6,5,0,0,0,0,0,0,0,7,0,3,2,Non blessé,joueur expérimenté,grand,moyen
Mikal Bridges,NYK,Villanova,USA,2018,1,10,82,17.6,3.2,3.7,5.6,51,31,37,7.2,14.4,2,5.6,1.2,1.4,0.9,2.3,1.6,0.9,0.5,1.5,1,0,4.1,1.54,1.28,4.51,4.08,1.7,0.7,0,2.9,2.1,2,0,0,0,0,0,0,0,6,1,2,7,Non blessé,joueur expérimenté,moyen,moyen
Mike Conley,MIN,Ohio State,USA,2007,1,4,71,8.2,2.6,4.5,6.5,44,27,24.7,2.6,6.6,1.8,4.4,1.1,1.3,0.5,2.1,1.1,1.1,0.2,1.6,1,0,3.7,1.05,0.86,4.68,4.01,2,0.4,0.1,1,1.2,3,0,0,0,0,0,0,0,2,1,0,2,Non blessé,joueur vétéran,petit,léger
Miles Bridges,CHA,Michigan State,USA,2018,1,12,64,20.3,7.5,3.9,-5.5,16,48,31.7,7.3,17,2.2,7,3.5,4,1.1,6.4,2.1,0.7,0.7,1.5,14,1,-4,1.29,1.08,4.55,3.82,1.4,0.5,0.03,3.6,2.7,6,0,0,0,0,1,0,0,7,0,4,1,Non blessé,joueur expérimenté,moyen,moyen
Miles McBride,NYK,West Virginia,USA,2021,2,36,64,9.5,2.5,2.9,7.1,39,25,24.9,3.5,8.5,1.8,4.9,0.8,1,0.7,1.8,0.6,1,0.3,1.7,0,0,3.3,1.02,0.89,4.59,4.13,2,0.6,0.03,2,1.3,4,0,0,0,0,0,0,0,2,0,1,1,Non blessé,joueur mature,petit,léger
Miles Norris,BOS,California-Santa Barbara,USA,Undrafted,Undrafted,Undrafted,3,2.3,3,0,-23.2,2,1,11.6,0.7,3,0.7,2.3,0.3,0.7,0.7,2.3,0,0.7,0.3,0,0,0,-4.7,0.48,0.43,4.68,4.05,0.7,0.7,0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,moyen,moyen
Mitchell Robinson,NYK,Western Kentucky,USA,2018,2,36,17,5.1,5.9,0.8,5.7,10,7,17.1,2.2,3.3,0,0,0.8,1.1,3.1,2.9,0.6,0.9,1.1,1.5,2,0,1.4,0.63,0.56,4.06,3.97,2,0.6,0,2.8,1.5,0,0,0,2,0,0,1,0,2,0,0,3,Non blessé,joueur expérimenté,grand,lourd
Mo Bamba,NOP,Texas,USA,2018,1,6,32,4.3,4.5,0.6,-9,19,13,12.9,1.6,3.5,0.5,1.7,0.6,0.8,1,3.5,0.6,0.3,1,1.8,0,0,-2.3,0.5,0.44,4.14,3.94,0.7,0.3,0,2.9,1.3,1,1,0,0,0,0,0,0,6,0,1,2,Non blessé,joueur expérimenté,grand,moyen
Monté Morris,PHX,Iowa State,USA,2017,2,51,45,5.2,1.5,1.6,2.8,21,24,12.7,1.8,4.3,0.7,1.9,0.8,0.9,0.3,1.2,0.5,0.4,0.1,0.5,0,0,1,0.53,0.43,4.59,3.91,0.7,0.2,0,0.6,0.7,1,0,0,0,0,0,0,0,0,0,0,1,Non blessé,joueur expérimenté,petit,léger
Moritz Wagner,ORL,Michigan,Germany,2018,1,25,30,12.9,4.9,1.4,-0.9,18,12,18.8,4.7,8.3,0.9,2.5,2.6,3.7,1.3,3.6,1.6,0.8,0.4,1.8,1,0,-0.6,0.78,0.67,4.48,4.01,2.5,0.4,0.17,2.1,1.1,7,0,0,1,0,0,0,0,11,1,4,5,blessure bas,joueur expérimenté,grand,lourd
Moses Brown,DAL,UCLA,USA,Undrafted,Undrafted,Undrafted,13,5.8,3.4,0.2,-4.4,5,8,9.1,2.6,3.8,0,0,0.6,0.8,0.9,2.5,0.8,0.5,0.3,1.3,1,0,-1.1,0.38,0.33,4.64,3.94,0.9,0.1,0,3.8,1,2,0,0,0,1,1,1,0,1,2,0,0,Non blessé,joueur mature,grand,lourd
Moses Moody,GSW,Arkansas,USA,2021,1,14,74,9.8,2.6,1.3,4.3,45,29,22.3,3.3,7.7,1.7,4.6,1.4,1.8,0.7,1.9,0.7,0.8,0.4,1.6,0,0,1.8,0.91,0.78,4.5,3.93,2.6,0.6,0.06,1.9,1.3,2,0,0,0,0,0,0,0,5,0,2,1,Non blessé,jeune joueur,moyen,moyen
Mouhamed Gueye,ATL,Washington State,Senegal,2023,2,39,33,6,4.2,0.8,8.8,15,18,16.1,2.2,5.2,0.6,2.5,1,1.3,1.3,2.9,0.5,0.8,1,1.7,2,0,2.6,0.7,0.64,5.16,4.26,1.3,0.3,0.03,3.3,1.3,1,0,0,0,0,0,0,0,1,4,0,3,Non blessé,jeune joueur,grand,moyen
Moussa Diabaté,CHA,Michigan,France,2022,2,43,71,5.7,6.2,0.8,-3.4,15,56,17.5,2.4,3.9,0,0.1,1,1.6,2.6,3.5,0.9,0.6,0.6,1.5,7,0,-1.7,0.71,0.66,4.46,4.21,1.7,0.5,0,2.9,1.8,5,1,0,0,0,0,1,0,9,2,1,4,Non blessé,joueur mature,grand,moyen
Myles Turner,IND,Texas,USA,2015,1,11,72,15.6,6.5,1.5,4.7,44,28,30.2,5.4,11.3,2.2,5.5,2.6,3.3,1.3,5.3,1.7,0.8,2,2.5,13,0,2.8,1.16,1.09,4.47,3.93,1.4,0.3,0,6.7,1.9,7,0,0,5,0,1,1,0,31,1,3,3,Non blessé,joueur expérimenté,grand,lourd
N'Faly Dante,HOU,Oregon,Mali,Undrafted,Undrafted,Undrafted,4,6,5.3,0.5,-8.6,0,4,12.7,2.5,3.3,0,0,1,1.3,1.5,3.8,0.5,0.3,1.3,2.3,0,0,-2.8,0.54,0.49,4.82,4.22,1,0,0,2.8,0.8,0,0,0,0,0,0,0,0,1,0,0,1,Non blessé,joueur mature,grand,moyen
Nae'Qwan Tomlin,CLE,Memphis,USA,Undrafted,Undrafted,Undrafted,5,7.2,4.2,0.4,4.4,4,1,12.7,2.6,6.4,0.4,2,1.6,2.2,1.8,2.4,0.4,0,0.2,1.8,1,0,1.4,0.59,0.47,4.84,4.66,0.3,0.3,0,1.8,0.8,0,0,0,0,0,1,0,0,0,0,0,1,Non blessé,joueur mature,grand,moyen
Naji Marshall,DAL,Xavier,USA,Undrafted,Undrafted,Undrafted,69,13.2,4.8,3,-3.2,32,37,27.8,5.2,10.3,0.9,3.2,1.9,2.3,1.1,3.7,1.6,1,0.2,1.6,6,0,-2,1.08,0.98,4.36,3.93,1.8,0.6,0.01,1.9,1.6,6,0,0,0,0,0,0,0,9,0,3,4,Non blessé,joueur expérimenté,moyen,moyen
Nate Williams,HOU,Buffalo,USA,Undrafted,Undrafted,Undrafted,20,3.3,0.7,0.5,-6.2,14,6,7.3,1.4,3.1,0.3,1.3,0.3,0.4,0.3,0.4,0.7,0.4,0.2,0.8,0,0,-1.2,0.31,0.29,4.55,4.29,1.3,0.2,0,1,0.6,2,0,0,0,0,0,0,0,1,0,1,0,Non blessé,joueur expérimenté,moyen,léger
Naz Reid,MIN,Louisiana State,USA,Undrafted,Undrafted,Undrafted,80,14.2,6,2.3,7.4,47,33,27.5,5.3,11.5,2.2,5.8,1.4,1.8,1.2,4.9,1.4,0.7,0.9,2.4,10,0,4.3,1.07,0.96,4.38,3.89,1.6,0.5,0.05,3.7,2.5,8,0,1,1,0,0,0,0,13,3,7,7,Non blessé,joueur mature,grand,lourd
Neemias Queta,BOS,Utah State,Portugal,2021,2,39,62,5,3.8,0.7,9.1,46,16,13.9,2.1,3.3,0,0,0.7,1,1.4,2.4,0.6,0.3,0.7,1.7,0,0,2.5,0.52,0.49,4.1,4.06,0.7,0.1,0,3.5,1.3,4,0,0,2,0,2,0,0,18,1,0,3,Non blessé,joueur mature,grand,lourd
Nic Claxton,BKN,Georgia,USA,2019,2,31,70,10.3,7.4,2.2,-12.6,20,50,26.9,4.6,8.1,0.1,0.3,1.1,2.2,2.2,5.1,1.2,0.9,1.4,2.1,13,0,-7.1,1.08,0.95,4.31,4.11,1.7,0.4,0.03,5,2.1,6,0,0,2,0,0,1,0,27,2,1,3,Non blessé,joueur expérimenté,grand,moyen
Nick Richards,PHX,Kentucky,Jamaica,2020,2,42,57,9.3,8.2,0.9,-8.7,17,40,22,3.6,6.1,0,0,2.1,2.8,2.6,5.6,1.4,0.2,1,2.5,16,0,-4.1,0.94,0.79,4.64,4.21,0.7,0.4,0.05,5.5,1.8,3,0,0,0,0,0,2,0,24,6,0,0,blessure haut,joueur expérimenté,grand,lourd
Nick Smith Jr.,CHA,Arkansas,USA,2023,1,27,60,9.9,2.1,2.4,-14.3,14,46,22.8,3.7,9.5,1.7,5.1,0.7,0.8,0.2,1.9,1.4,0.3,0.1,1.3,1,0,-6.6,1.03,0.81,4.96,4.06,0.6,0.4,0.02,1,1.2,4,0,0,0,0,1,0,0,2,0,0,3,Non blessé,jeune joueur,petit,léger
Nickeil Alexander-Walker,MIN,Virginia Tech,Canada,2019,1,17,82,9.4,3.2,2.7,6.6,49,33,25.3,3.3,7.5,1.7,4.5,1.1,1.4,0.7,2.6,1.2,0.6,0.4,1.7,1,0,3.3,1.08,0.96,4.8,4.2,2.1,0.5,0.04,1.6,0.7,5,1,0,0,0,2,0,0,4,0,2,8,Non blessé,joueur expérimenté,moyen,léger
Nicolas Batum,LAC,None,France,2008,1,25,78,4,2.8,1.1,5.9,47,31,17.5,1.3,3.1,1.1,2.6,0.2,0.3,0.6,2.2,0.4,0.7,0.5,1.4,0,0,1.9,0.7,0.63,4.34,4.09,1.3,0.3,0.01,1.6,1.7,2,0,0,0,0,0,0,0,6,0,0,4,Non blessé,joueur vétéran,grand,moyen
Nikola Jokić,DEN,None,Serbia,2014,2,41,70,29.6,12.7,10.2,10.5,46,24,36.7,11.2,19.5,2,4.7,5.2,6.4,2.9,9.9,3.3,1.8,0.6,2.3,59,34,8.5,1.34,1.15,4.23,3.38,3.7,0.6,0,3.3,2.3,7,1,0,0,0,4,1,0,17,3,3,13,Non blessé,joueur expérimenté,grand,lourd
Nikola Jović,MIA,None,Serbia,2022,1,27,46,10.7,3.9,2.8,-1.1,21,25,25.1,3.7,8.2,1.7,4.6,1.6,1.9,0.6,3.3,1.3,0.8,0.3,1.8,0,0,-0.4,1.05,0.9,4.6,4.04,1.3,0.4,0,3,1.9,6,0,0,0,0,0,0,0,7,1,2,5,blessure bas,jeune joueur,grand,léger
Nikola Vučević,CHI,Southern California,Montenegro,2011,1,16,73,18.5,10.1,3.5,-2.4,34,39,31.2,7.5,14.2,1.8,4.4,1.6,2,2.4,7.6,1.6,0.8,0.7,2.2,45,1,-1.3,1.13,1.07,4.21,3.72,1.6,0.3,0,5.6,2.8,6,0,0,3,0,1,1,0,15,1,2,8,Non blessé,joueur vétéran,grand,lourd
Noah Clowney,BKN,Alabama,USA,2023,1,21,46,9.1,3.9,0.9,-12.3,11,35,22.7,2.9,8.1,1.9,5.7,1.5,1.7,0.9,3,1,0.5,0.5,2.3,0,0,-5.7,0.96,0.77,4.55,3.97,1.3,0.3,0.13,2.7,2.2,5,1,0,0,0,0,0,0,10,2,3,0,blessure bas,jeune joueur,grand,moyen
Norman Powell,LAC,UCLA,USA,2015,2,46,60,21.8,3.2,2.1,8.8,39,21,32.6,7.6,15.8,3,7.1,3.6,4.4,0.4,2.8,1.8,1.2,0.2,1.9,1,0,5.9,1.3,1.08,4.42,3.74,2,0.4,0,1.1,1.6,4,2,0,0,0,0,1,0,9,0,4,1,Non blessé,joueur vétéran,moyen,moyen
Obi Toppin,IND,Dayton,USA,2020,1,8,79,10.5,4,1.6,-2.6,48,31,19.6,4,7.6,1.4,3.8,1.1,1.4,0.7,3.3,0.9,0.6,0.4,1.4,2,0,-1,0.85,0.77,4.98,4.3,1.1,0.3,0,1.7,1.3,4,0,0,0,0,2,2,0,8,0,1,4,Non blessé,joueur expérimenté,grand,moyen
Ochai Agbaji,TOR,Kansas,USA,2022,1,14,64,10.4,3.8,1.5,-5.7,19,45,27.2,4.2,8.3,1.6,4,0.5,0.8,1,2.8,0.8,0.9,0.5,2,0,0,-3.3,1.12,1.11,4.82,4.37,2.1,0.4,0,3,2.3,7,0,0,0,0,1,0,0,5,0,2,7,Non blessé,joueur mature,moyen,moyen
OG Anunoby,NYK,Indiana,United Kingdom,2017,1,23,74,18,4.8,2.2,5.4,45,29,36.6,6.6,13.9,2.3,6.2,2.5,3.1,1.3,3.5,1.4,1.5,0.9,2.3,1,0,4.1,1.31,1.21,3.93,3.91,3.2,0.7,0.04,4.2,3.5,9,1,0,0,0,0,0,0,10,2,6,3,Non blessé,joueur expérimenté,moyen,lourd
Olivier-Maxence Prosper,DAL,Marquette,Canada,2023,1,24,52,3.9,2.4,0.8,-7.7,27,25,11.2,1.3,3.3,0.2,1,0.9,1.5,0.8,1.6,0.3,0.5,0.1,0.5,0,0,-2,0.49,0.44,4.84,4.46,0.6,0.4,0,1.8,0.9,3,0,0,0,0,0,0,0,2,0,1,1,blessure haut,jeune joueur,moyen,moyen
Onyeka Okongwu,ATL,Southern California,USA,2020,1,6,74,13.4,8.9,2.3,1.1,35,39,27.9,5.2,9.2,0.6,2,2.2,2.9,3,5.9,1.2,0.9,0.9,2.6,28,0,0.5,1.07,1.01,4.52,3.85,1.9,0.6,0,5.2,1.8,3,0,0,1,0,1,3,0,17,0,2,4,Non blessé,joueur mature,grand,lourd
Orlando Robinson,TOR,Fresno State,USA,Undrafted,Undrafted,Undrafted,44,6.9,5,1.8,-4.8,23,21,17.5,2.6,5.9,0.4,1.2,1.2,1.6,2,3,1.1,0.4,0.4,2.3,4,0,-2,0.7,0.67,4.49,4.21,1.4,0.4,0,3.7,2.1,2,0,0,2,0,0,1,0,10,0,0,2,Non blessé,joueur mature,grand,lourd
Oscar Tshiebwe,UTA,Kentucky,DRC,Undrafted,Undrafted,Undrafted,14,7.6,8.7,0.6,-2.5,3,11,18.2,3,5,0,0,1.6,2.2,3.3,5.4,0.7,0.9,0.1,1.7,4,0,-0.8,0.77,0.67,4.69,4.11,1.6,0.6,0.07,1.9,1.9,3,0,0,1,0,0,0,0,1,2,1,1,Non blessé,joueur mature,grand,lourd
Oshae Brissett,PHI,Syracuse,Canada,Undrafted,Undrafted,Undrafted,6,8.7,3.7,0.7,-10.7,1,5,23.7,3.2,6.5,1,3,1.3,2.3,1.2,2.5,1.3,0.7,0.5,2.3,0,0,-5.2,0.97,0.84,4.51,4,2.5,0,0.33,1.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur expérimenté,moyen,moyen
Oso Ighodaro,PHX,Marquette,USA,2024,2,40,61,4.2,3.6,1.2,-0.6,25,36,17.1,1.9,3.1,0,0,0.5,0.8,1.1,2.6,0.6,0.5,0.5,1.7,0,0,-0.3,0.7,0.59,4.46,3.98,1.2,0.3,0,2.9,1.4,0,0,0,0,0,0,1,0,6,2,1,0,Non blessé,jeune joueur,grand,lourd
Ousmane Dieng,OKC,None,France,2022,1,11,37,3.8,2.2,0.8,5.1,30,7,10.9,1.5,3.4,0.6,1.9,0.3,0.4,0.5,1.7,0.5,0.5,0.2,0.9,0,0,1.2,0.45,0.39,4.53,4.03,0.7,0.3,0,1.8,1.2,2,0,0,0,0,0,0,1,0,1,0,0,blessure bas,jeune joueur,grand,léger
P.J. Tucker,NYK,Texas,USA,2006,2,35,3,3,2.7,0,-21.3,1,2,19.3,1,2.3,1,2,0,0,1.3,1.3,0.3,0.3,0.3,2.7,0,0,-7.3,0.73,0.66,4.05,3.9,1.5,0,0,1.5,3,0,0,0,0,0,0,0,0,0,1,0,0,Non blessé,joueur vétéran,moyen,lourd
P.J. Washington,DAL,Kentucky,USA,2019,1,12,57,14.7,7.8,2.3,1.1,31,26,32.2,5.3,11.7,1.6,4.2,2.5,3.5,1.4,6.3,2.1,1.1,1.1,2.3,14,0,0.9,1.27,1.13,4.46,3.91,2.1,0.7,0,3.7,2,3,0,0,0,0,1,0,0,12,0,5,4,Non blessé,joueur expérimenté,moyen,moyen
Pacôme Dadiet,NYK,None,France,2024,1,25,18,1.7,1,0.3,-9.2,14,4,6.2,0.6,1.7,0.3,1.1,0.2,0.3,0.2,0.8,0.2,0.2,0.1,0.4,0,0,-0.9,0.29,0.22,4.84,4.28,0.3,0.2,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,jeune joueur,grand,moyen
Paolo Banchero,ORL,Duke,USA,2022,1,1,46,25.9,7.5,4.8,-0.6,21,25,34.4,9,19.8,1.9,5.9,6.1,8.4,1.1,6.4,3,0.8,0.6,2.1,11,0,-0.5,1.38,1.11,4.31,3.77,1.3,0.5,0.02,3,2.9,1,0,0,0,0,1,0,0,10,0,7,1,Non blessé,jeune joueur,grand,lourd
Pascal Siakam,IND,New Mexico State,Cameroon,2016,1,27,78,20.2,6.9,3.4,5.5,47,31,32.7,7.9,15.2,1.6,4.2,2.9,3.9,1.7,5.2,1.4,0.9,0.5,2.4,11,0,4,1.28,1.17,4.52,3.9,2,0.8,0,3.5,2.8,5,0,0,0,0,1,0,1,19,3,4,3,Non blessé,joueur vétéran,grand,lourd
Pat Connaughton,MIL,Notre Dame,USA,2015,2,41,41,5.3,2.7,1.7,-2.9,19,22,14.7,2,4.3,0.6,2,0.6,0.8,0.5,2.2,0.6,0.2,0.3,1.1,1,0,-0.3,0.65,0.5,4.84,3.9,0.6,0.3,0,1,1.5,1,0,0,0,0,0,0,0,1,2,1,0,Non blessé,joueur vétéran,moyen,moyen
Pat Spencer,GSW,Northwestern,USA,Undrafted,Undrafted,Undrafted,39,2.5,1.2,1.2,-2.8,24,15,6.4,1.1,2.6,0.1,0.6,0.3,0.4,0.4,0.8,0.5,0.4,0.1,0.5,0,0,-0.4,0.3,0.25,5.24,4.26,1,0.2,0,0.7,0.4,0,0,0,0,0,0,0,0,1,0,0,0,Non blessé,joueur expérimenté,petit,léger
Patrick Baldwin Jr.,LAC,Wisconsin-Milwaukee,USA,2022,1,28,24,2.2,1,0.1,12.4,3,21,4.4,0.8,1.5,0.5,1,0.1,0.2,0.2,0.8,0.2,0.1,0.1,0.3,0,0,1.2,0.18,0.17,4.83,3.97,0.5,0,0,0.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,jeune joueur,grand,moyen
Patrick Williams,CHI,Florida State,USA,2020,1,4,63,9,3.8,2,-4.8,31,32,25,3.3,8.2,1.5,4.3,1,1.3,0.7,3.1,1.4,0.8,0.5,1.4,1,0,-2.9,1.03,0.92,4.8,3.94,1.8,0.3,0,2.2,1.9,7,2,0,0,0,0,0,0,7,1,0,2,Non blessé,joueur mature,moyen,moyen
Patty Mills,LAC,St. Mary's,Australia,2009,2,55,29,3.8,0.8,0.9,-3.4,12,17,11.1,1.2,3.3,0.9,2.6,0.4,0.5,0.1,0.6,0.6,0.4,0.1,0.8,0,0,-0.5,0.5,0.41,4.8,4.28,0.8,0.3,0.17,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,1,Non blessé,joueur vétéran,petit,léger
Paul George,PHI,Fresno State,USA,2010,1,10,41,16.2,5.3,4.3,-3.8,15,26,32.5,6,13.9,2.3,6.5,1.9,2.4,0.6,4.8,2.6,1.8,0.5,2.5,3,0,-2,1.3,1.06,4.43,3.68,4,1.2,0.05,3,2.6,2,0,0,0,0,2,0,0,12,1,3,2,blessure haut,joueur vétéran,grand,moyen
Paul Reed,DET,DePaul,USA,2020,2,58,45,4.1,2.7,1,5.6,22,23,9.7,1.6,3.2,0.2,0.6,0.7,0.9,0.9,1.8,0.6,0.9,0.6,1.7,0,0,1,0.39,0.37,4.64,4.11,1.8,0.3,0.02,2.7,0.7,2,0,0,0,0,1,1,0,4,0,0,1,Non blessé,joueur mature,grand,moyen
Payton Pritchard,BOS,Oregon,USA,2020,1,26,80,14.3,3.8,3.5,9.5,59,21,28.4,5.1,10.8,3.2,7.8,0.9,1.1,1.3,2.6,1,0.9,0.2,1.5,5,0,5.4,1.16,0.95,4.4,3.94,1.4,0.8,0.03,1,0.8,4,0,0,0,0,2,0,0,7,0,2,0,Non blessé,joueur expérimenté,petit,léger
Pelle Larsson,MIA,Arizona,Sweden,2024,2,44,55,4.6,1.7,1.2,2.4,24,31,14.2,1.6,3.7,0.6,1.7,0.7,1.1,0.5,1.2,0.4,0.6,0.1,1.7,0,0,0.2,0.6,0.55,4.86,4.22,1.3,0.4,0.04,2,1.5,1,0,0,0,0,0,0,0,0,0,0,1,Non blessé,joueur mature,moyen,moyen
Pete Nance,MIL,North Carolina,USA,Undrafted,Undrafted,Undrafted,13,2.9,1.6,0.8,-7,8,5,10.6,1.1,2.5,0.7,1.8,0.1,0.2,0.4,1.2,0.3,0.2,0.2,1.3,0,0,-1.1,0.44,0.36,4.51,3.84,0.6,0.1,0,2.6,1.4,1,0,0,0,0,0,0,0,1,1,0,0,Non blessé,joueur mature,grand,moyen
Peyton Watson,DEN,UCLA,USA,2022,1,30,68,8.1,3.4,1.4,0,40,28,24.3,3,6.3,0.7,2,1.4,2,0.7,2.7,0.8,0.7,1.4,1.8,0,0,-0.4,0.94,0.9,4.51,4.12,1.4,0.5,0.01,3.6,1.7,2,0,0,0,0,0,0,0,7,0,3,2,Non blessé,jeune joueur,moyen,léger
Phillip Wheeler,PHI,None,USA,Undrafted,Undrafted,Undrafted,5,1.6,1.6,0.4,13.4,0,5,8.9,0.6,4.2,0,2,0.4,0.4,0.4,1.2,0.2,0.2,0.4,0.2,0,0,2.6,0.37,0.34,5.06,4.13,0.7,0,0,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,grand,léger
PJ Dozier,MIN,South Carolina,USA,Undrafted,Undrafted,Undrafted,9,0.8,0.6,0.6,-9,7,2,3.9,0.2,0.3,0.2,0.3,0.1,0.7,0.1,0.4,0.1,0.1,0,0.3,0,0,-0.4,0.16,0.15,4.51,3.94,0.8,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,1,Non blessé,joueur expérimenté,moyen,léger
PJ Hall,DEN,Clemson,USA,Undrafted,Undrafted,Undrafted,19,1.7,1.2,0.2,0.5,12,7,3.5,0.7,1.3,0.1,0.4,0.2,0.2,0.3,0.8,0.1,0,0.2,0.6,0,0,-0.1,0.14,0.12,4.38,3.81,0.1,0.1,0,0.6,0.7,1,0,0,0,0,0,0,0,0,0,0,1,Non blessé,joueur mature,grand,lourd
Precious Achiuwa,NYK,Memphis,Nigeria,2020,1,20,57,6.6,5.6,1,-1.2,36,21,20.5,2.9,5.7,0.2,0.6,0.7,1.2,1.8,3.8,0.8,0.8,0.7,1.4,3,0,-0.8,0.82,0.72,4.3,4.1,1.4,0.5,0,3.8,2,4,0,0,0,0,0,0,0,10,1,3,5,Non blessé,joueur mature,grand,lourd
Quentin Grimes,PHI,Houston,USA,2021,1,25,75,14.6,4.3,3,-6.2,29,46,26.8,5.1,11,2.2,5.6,2.2,2.9,0.8,3.5,1.9,1,0.3,1.8,4,0,-3.5,1.1,0.96,4.62,3.97,1.7,0.7,0.03,1.6,1.6,8,1,0,0,0,2,0,1,7,0,4,1,Non blessé,joueur mature,moyen,moyen
